# Plain UART-style lines
# speed=1.0
T,DIR,ANG_PCT,STEER,PWM_MS,FPS
1767060908.57,RIGHT,61,+0.614,1.807,20.98
1767060908.71,RIGHT,52,+0.525,1.763,20.98
1767060908.85,RIGHT,21,+0.216,1.608,20.98
1767060909.00,RIGHT,12,+0.121,1.561,20.98
1767060909.13,STRAIGHT,0,+0.000,1.500,21.21
1767060909.27,LEFT,24,-0.245,1.378,21.21
1767060909.42,LEFT,37,-0.370,1.315,21.21
1767060909.56,LEFT,39,-0.399,1.300,21.21
1767060909.69,LEFT,41,-0.411,1.294,21.21
1767060909.79,LEFT,48,-0.481,1.260,21.21
1767060909.94,LEFT,34,-0.349,1.326,21.21
1767060910.07,LEFT,42,-0.424,1.288,21.30
1767060910.21,LEFT,62,-0.626,1.187,21.30
1767060910.35,LEFT,58,-0.584,1.208,21.30
1767060910.49,LEFT,27,-0.280,1.360,21.30
1767060910.62,LEFT,19,-0.191,1.404,21.30
1767060910.75,LEFT,16,-0.163,1.419,21.30
1767060910.88,LEFT,17,-0.174,1.413,21.30
1767060911.02,LEFT,22,-0.228,1.386,21.30
1767060911.16,LEFT,33,-0.332,1.334,22.03
1767060911.30,LEFT,57,-0.573,1.214,22.03
1767060911.44,LEFT,78,-0.781,1.109,22.03
1767060911.57,LEFT,88,-0.888,1.056,22.03
1767060911.71,LEFT,91,-0.915,1.043,22.03
1767060911.84,LEFT,94,-0.945,1.028,22.03
1767060911.98,LEFT,88,-0.890,1.055,22.03
1767060912.11,LEFT,87,-0.872,1.064,22.03
1767060912.26,LEFT,76,-0.770,1.115,22.07
1767060912.39,LEFT,74,-0.743,1.128,22.07
1767060912.53,LEFT,82,-0.822,1.089,22.07
1767060912.67,LEFT,81,-0.812,1.094,22.07
1767060912.80,LEFT,64,-0.647,1.177,22.07
1767060912.94,LEFT,57,-0.571,1.214,22.07
1767060913.07,LEFT,40,-0.401,1.299,22.07
1767060913.21,LEFT,8,-0.089,1.455,21.84
1767060913.35,RIGHT,36,+0.367,1.684,21.84
1767060913.49,RIGHT,66,+0.667,1.834,21.84
1767060913.63,RIGHT,82,+0.830,1.915,21.84
1767060913.77,RIGHT,91,+0.913,1.956,21.84
1767060913.91,RIGHT,95,+0.952,1.976,21.84
1767060914.05,RIGHT,96,+0.964,1.982,21.84
1767060914.18,RIGHT,98,+0.982,1.991,21.61
1767060914.33,RIGHT,99,+0.991,1.995,21.61
1767060914.47,RIGHT,99,+0.995,1.998,21.61
1767060914.61,RIGHT,98,+0.982,1.991,21.61
1767060914.75,RIGHT,92,+0.922,1.961,21.61
1767060914.88,RIGHT,84,+0.843,1.922,21.61
1767060915.02,RIGHT,73,+0.737,1.869,21.61
1767060915.16,RIGHT,66,+0.670,1.835,21.61
1767060915.30,RIGHT,61,+0.612,1.806,21.46
1767060915.44,RIGHT,50,+0.504,1.752,21.46
1767060915.58,RIGHT,40,+0.402,1.701,21.46
1767060915.73,RIGHT,36,+0.364,1.682,21.46
1767060915.86,RIGHT,33,+0.339,1.669,21.46
1767060916.00,RIGHT,28,+0.283,1.642,21.46
1767060916.14,RIGHT,26,+0.263,1.632,21.46
1767060916.28,RIGHT,25,+0.256,1.628,21.54
1767060916.41,RIGHT,24,+0.245,1.622,21.54
1767060916.54,RIGHT,23,+0.234,1.617,21.54
1767060916.68,RIGHT,26,+0.264,1.632,21.54
1767060916.88,RIGHT,25,+0.254,1.627,21.54
1767060916.98,RIGHT,27,+0.276,1.638,21.54
1767060917.09,RIGHT,29,+0.299,1.649,21.54
1767060917.24,RIGHT,26,+0.269,1.635,18.89
1767060917.34,RIGHT,26,+0.264,1.632,18.89
1767060917.45,RIGHT,25,+0.255,1.628,18.89
1767060917.55,RIGHT,33,+0.337,1.669,18.89
1767060917.65,RIGHT,40,+0.403,1.702,18.89
1767060917.76,RIGHT,40,+0.410,1.705,18.89
1767060917.86,RIGHT,38,+0.389,1.695,18.89
1767060917.97,RIGHT,42,+0.421,1.711,18.89
1767060918.12,RIGHT,56,+0.563,1.782,18.89
1767060918.22,RIGHT,56,+0.562,1.781,18.89
1767060918.36,RIGHT,68,+0.687,1.844,19.25
1767060918.51,RIGHT,81,+0.814,1.907,19.25
1767060918.65,RIGHT,87,+0.875,1.938,19.25
1767060918.79,RIGHT,91,+0.918,1.959,19.25
1767060918.89,RIGHT,91,+0.913,1.956,19.25
1767060919.03,RIGHT,86,+0.862,1.931,19.25
1767060919.17,RIGHT,87,+0.871,1.936,19.25
1767060919.31,RIGHT,82,+0.827,1.913,21.35
1767060919.44,RIGHT,61,+0.620,1.810,21.35
1767060919.58,RIGHT,48,+0.487,1.743,21.35
1767060919.72,RIGHT,35,+0.354,1.677,21.35
1767060919.85,RIGHT,22,+0.227,1.614,21.35
1767060920.00,RIGHT,21,+0.220,1.610,21.35
1767060920.13,RIGHT,23,+0.232,1.616,21.35
1767060920.27,RIGHT,14,+0.148,1.574,21.35
1767060920.41,STRAIGHT,0,+0.000,1.500,21.85
1767060920.54,STRAIGHT,0,+0.000,1.500,21.85
1767060920.68,STRAIGHT,0,+0.000,1.500,21.85
1767060920.81,STRAIGHT,0,+0.000,1.500,21.85
1767060920.95,STRAIGHT,0,+0.000,1.500,21.85
1767060921.09,STRAIGHT,0,+0.000,1.500,21.85
1767060921.23,STRAIGHT,0,+0.000,1.500,21.85
1767060921.36,STRAIGHT,0,+0.000,1.500,21.85
1767060921.50,RIGHT,10,+0.107,1.554,21.85
1767060921.64,RIGHT,17,+0.177,1.588,21.85
1767060921.78,RIGHT,25,+0.257,1.628,21.85
1767060921.92,RIGHT,16,+0.162,1.581,21.85
1767060922.05,RIGHT,14,+0.147,1.573,21.85
1767060922.18,RIGHT,19,+0.193,1.597,21.85
1767060922.32,RIGHT,14,+0.146,1.573,21.85
1767060922.45,RIGHT,22,+0.227,1.613,21.98
1767060922.60,RIGHT,21,+0.216,1.608,21.98
1767060922.73,RIGHT,15,+0.150,1.575,21.98
1767060922.87,RIGHT,20,+0.208,1.604,21.98
1767060923.02,RIGHT,26,+0.265,1.632,21.98
1767060923.16,RIGHT,25,+0.254,1.627,21.98
1767060923.30,RIGHT,33,+0.335,1.667,21.98
1767060923.44,RIGHT,33,+0.332,1.666,21.31
1767060923.58,RIGHT,36,+0.361,1.680,21.31
1767060923.72,RIGHT,42,+0.428,1.714,21.31
1767060923.87,RIGHT,39,+0.392,1.696,21.31
1767060924.01,RIGHT,39,+0.397,1.698,21.31
1767060924.16,RIGHT,44,+0.443,1.721,21.31
1767060924.30,RIGHT,46,+0.468,1.734,21.31
1767060924.43,RIGHT,58,+0.581,1.790,21.23
1767060924.56,RIGHT,71,+0.719,1.859,21.23
1767060924.70,RIGHT,83,+0.838,1.919,21.23
1767060924.85,RIGHT,88,+0.888,1.944,21.23
1767060924.98,RIGHT,89,+0.897,1.949,21.23
1767060925.12,RIGHT,93,+0.931,1.965,21.23
1767060925.27,RIGHT,86,+0.864,1.932,21.23
1767060925.40,RIGHT,84,+0.847,1.924,21.23
1767060925.53,RIGHT,87,+0.874,1.937,21.84
1767060925.67,RIGHT,84,+0.850,1.925,21.84
1767060925.81,RIGHT,86,+0.869,1.935,21.84
1767060925.95,RIGHT,83,+0.831,1.915,21.84
1767060926.08,RIGHT,76,+0.762,1.881,21.84
1767060926.22,RIGHT,68,+0.683,1.841,21.84
1767060926.36,RIGHT,59,+0.597,1.799,21.84
1767060926.49,RIGHT,56,+0.562,1.781,21.86
1767060926.63,RIGHT,49,+0.495,1.748,21.86
1767060926.76,RIGHT,51,+0.517,1.759,21.86
1767060926.89,RIGHT,44,+0.446,1.723,21.86
1767060927.04,RIGHT,39,+0.392,1.696,21.86
1767060927.18,RIGHT,33,+0.337,1.668,21.86
1767060927.32,RIGHT,26,+0.270,1.635,21.86
1767060927.46,RIGHT,26,+0.267,1.634,21.64
1767060927.60,RIGHT,23,+0.234,1.617,21.64
1767060927.74,RIGHT,17,+0.179,1.590,21.64
1767060927.88,RIGHT,12,+0.128,1.564,21.64
1767060928.01,RIGHT,13,+0.135,1.568,21.64
1767060928.14,STRAIGHT,0,+0.000,1.500,21.64
1767060928.28,STRAIGHT,0,+0.000,1.500,21.64
1767060928.42,STRAIGHT,0,+0.000,1.500,21.64
1767060928.56,STRAIGHT,0,+0.000,1.500,21.83
1767060928.70,STRAIGHT,0,+0.000,1.500,21.83
1767060928.84,STRAIGHT,0,+0.000,1.500,21.83
1767060928.98,STRAIGHT,0,+0.000,1.500,21.83
1767060929.12,STRAIGHT,0,+0.000,1.500,21.83
1767060929.25,RIGHT,10,+0.101,1.551,21.83
1767060929.39,RIGHT,20,+0.204,1.602,21.83
1767060929.52,RIGHT,26,+0.269,1.634,21.94
1767060929.66,RIGHT,26,+0.270,1.635,21.94
1767060929.80,RIGHT,24,+0.244,1.622,21.94
1767060929.93,RIGHT,25,+0.252,1.626,21.94
1767060930.08,RIGHT,24,+0.244,1.622,21.94
1767060930.22,RIGHT,27,+0.278,1.639,21.94
1767060930.36,RIGHT,24,+0.245,1.623,21.94
1767060930.50,RIGHT,18,+0.185,1.592,21.46
1767060930.65,RIGHT,19,+0.194,1.597,21.46
1767060930.79,RIGHT,30,+0.304,1.652,21.46
1767060930.92,RIGHT,40,+0.402,1.701,21.46
1767060931.06,RIGHT,48,+0.486,1.743,21.46
1767060931.20,RIGHT,60,+0.608,1.804,21.46
1767060931.33,RIGHT,75,+0.750,1.875,21.46
1767060931.47,RIGHT,70,+0.703,1.851,21.46
1767060931.62,RIGHT,58,+0.583,1.792,21.48
1767060931.76,RIGHT,41,+0.416,1.708,21.48
1767060931.86,RIGHT,31,+0.311,1.655,21.48
1767060932.00,RIGHT,21,+0.215,1.608,21.48
1767060932.14,RIGHT,8,+0.083,1.541,21.48
1767060932.28,STRAIGHT,0,+0.000,1.500,21.48
1767060932.43,LEFT,16,-0.162,1.419,21.48
1767060932.57,LEFT,25,-0.253,1.374,21.03
1767060932.71,LEFT,29,-0.297,1.352,21.03
1767060932.85,LEFT,31,-0.316,1.342,21.03
1767060932.99,LEFT,32,-0.328,1.336,21.03
1767060933.13,LEFT,33,-0.332,1.334,21.03
1767060933.27,LEFT,33,-0.336,1.332,21.03
1767060933.41,LEFT,33,-0.337,1.331,21.03
1767060933.55,LEFT,34,-0.341,1.330,21.03
1767060933.69,LEFT,34,-0.344,1.328,21.45
1767060933.82,LEFT,34,-0.345,1.328,21.45
1767060933.96,LEFT,34,-0.345,1.328,21.45
1767060934.10,LEFT,34,-0.350,1.325,21.45
1767060934.24,LEFT,35,-0.355,1.322,21.45
1767060934.38,LEFT,35,-0.354,1.323,21.45
1767060934.52,LEFT,35,-0.359,1.321,21.45
1767060934.66,LEFT,33,-0.339,1.330,21.59
1767060934.80,LEFT,30,-0.309,1.346,21.59
1767060934.95,LEFT,25,-0.251,1.375,21.59
1767060935.08,LEFT,21,-0.210,1.395,21.59
1767060935.21,LEFT,18,-0.188,1.406,21.59
1767060935.35,LEFT,22,-0.225,1.387,21.59
1767060935.48,LEFT,27,-0.270,1.365,21.59
1767060935.62,LEFT,29,-0.294,1.353,21.86
1767060935.76,LEFT,30,-0.302,1.349,21.86
1767060935.90,LEFT,31,-0.320,1.340,21.86
1767060936.04,LEFT,34,-0.340,1.330,21.86
1767060936.17,LEFT,35,-0.359,1.320,21.86
1767060936.31,LEFT,37,-0.372,1.314,21.86
1767060936.45,LEFT,38,-0.380,1.310,21.86
1767060936.58,LEFT,39,-0.399,1.301,21.86
1767060936.72,LEFT,43,-0.432,1.284,21.81
1767060936.86,LEFT,45,-0.458,1.271,21.81
1767060937.00,LEFT,46,-0.468,1.266,21.81
1767060937.14,LEFT,47,-0.474,1.263,21.81
1767060937.24,LEFT,46,-0.469,1.265,21.81
1767060937.38,LEFT,45,-0.459,1.271,21.81
1767060937.52,LEFT,44,-0.442,1.279,21.81
1767060937.65,LEFT,43,-0.437,1.281,21.55
1767060937.80,LEFT,43,-0.439,1.281,21.55
1767060937.94,LEFT,44,-0.444,1.278,21.55
1767060938.08,LEFT,44,-0.447,1.277,21.55
1767060938.22,LEFT,44,-0.444,1.278,21.55
1767060938.35,LEFT,44,-0.442,1.279,21.55
1767060938.50,LEFT,43,-0.440,1.280,21.55
1767060938.63,LEFT,43,-0.440,1.280,21.55
1767060938.77,LEFT,43,-0.440,1.280,21.40
1767060938.87,LEFT,44,-0.442,1.279,21.40
1767060939.01,LEFT,44,-0.445,1.277,21.40
1767060939.15,LEFT,44,-0.449,1.276,21.40
1767060939.28,LEFT,45,-0.455,1.272,21.40
1767060939.42,LEFT,46,-0.461,1.270,21.40
1767060939.55,LEFT,46,-0.466,1.267,21.40
1767060939.69,LEFT,46,-0.469,1.266,21.67
1767060939.84,LEFT,46,-0.464,1.268,21.67
1767060939.98,LEFT,45,-0.453,1.274,21.67
1767060940.15,LEFT,45,-0.455,1.273,21.67
1767060940.25,LEFT,45,-0.456,1.272,21.67
1767060940.35,LEFT,45,-0.457,1.271,21.67
1767060940.46,LEFT,45,-0.459,1.270,21.67
1767060940.56,LEFT,46,-0.465,1.268,21.67
1767060940.67,LEFT,47,-0.474,1.263,21.67
1767060940.77,LEFT,48,-0.487,1.257,17.52
1767060940.88,LEFT,50,-0.500,1.250,17.52
1767060940.98,LEFT,55,-0.552,1.224,17.52
1767060941.09,LEFT,56,-0.562,1.219,17.52
1767060941.19,LEFT,50,-0.508,1.246,17.52
1767060941.29,LEFT,44,-0.448,1.276,17.52
1767060941.40,LEFT,36,-0.367,1.316,17.52
1767060941.51,LEFT,28,-0.286,1.357,17.52
1767060941.61,LEFT,21,-0.218,1.391,17.52
1767060941.76,LEFT,12,-0.129,1.435,19.33
1767060941.87,STRAIGHT,0,+0.000,1.500,19.33
1767060942.01,STRAIGHT,0,+0.000,1.500,19.33
1767060942.15,STRAIGHT,0,+0.000,1.500,19.33
1767060942.30,STRAIGHT,0,+0.000,1.500,19.33
1767060942.44,STRAIGHT,0,+0.000,1.500,19.33
1767060942.58,RIGHT,8,+0.084,1.542,19.33
1767060942.72,RIGHT,8,+0.081,1.540,19.33
1767060942.86,STRAIGHT,0,+0.000,1.500,20.77
1767060943.00,STRAIGHT,0,+0.000,1.500,20.77
1767060943.13,STRAIGHT,0,+0.000,1.500,20.77
1767060943.27,STRAIGHT,0,+0.000,1.500,20.77
1767060943.41,STRAIGHT,0,+0.000,1.500,20.77
1767060943.55,RIGHT,8,+0.080,1.540,20.77
1767060943.69,RIGHT,8,+0.080,1.540,20.77
1767060943.83,STRAIGHT,0,+0.000,1.500,21.67
1767060943.96,STRAIGHT,0,+0.000,1.500,21.67
1767060944.10,STRAIGHT,0,+0.000,1.500,21.67
1767060944.24,STRAIGHT,0,+0.000,1.500,21.67
1767060944.37,STRAIGHT,0,+0.000,1.500,21.67
1767060944.47,STRAIGHT,0,+0.000,1.500,21.67
1767060944.60,STRAIGHT,0,+0.000,1.500,21.67
1767060944.73,STRAIGHT,0,+0.000,1.500,21.67
1767060944.88,STRAIGHT,0,+0.000,1.500,21.97
1767060945.03,STRAIGHT,0,+0.000,1.500,21.97
1767060945.17,RIGHT,8,+0.080,1.540,21.97
1767060945.30,STRAIGHT,0,+0.000,1.500,21.97
1767060945.44,STRAIGHT,0,+0.000,1.500,21.97
1767060945.58,STRAIGHT,0,+0.000,1.500,21.97
1767060945.72,RIGHT,8,+0.086,1.543,21.97
1767060945.86,RIGHT,10,+0.102,1.551,21.37
1767060945.99,RIGHT,10,+0.103,1.552,21.37
1767060946.14,RIGHT,9,+0.097,1.548,21.37
1767060946.27,RIGHT,9,+0.096,1.548,21.37
1767060946.41,RIGHT,9,+0.093,1.546,21.37
1767060946.55,RIGHT,9,+0.094,1.547,21.37
1767060946.69,RIGHT,10,+0.102,1.551,21.37
1767060946.82,RIGHT,10,+0.108,1.554,21.85
1767060946.96,RIGHT,12,+0.122,1.561,21.85
1767060947.10,RIGHT,14,+0.143,1.571,21.85
1767060947.24,RIGHT,18,+0.181,1.591,21.85
1767060947.38,RIGHT,17,+0.175,1.588,21.85
1767060947.51,RIGHT,12,+0.125,1.562,21.85
1767060947.64,STRAIGHT,0,+0.000,1.500,21.85
1767060947.78,RIGHT,9,+0.097,1.549,21.85
1767060947.92,RIGHT,17,+0.172,1.586,21.88
1767060948.05,RIGHT,20,+0.200,1.600,21.88
1767060948.20,RIGHT,16,+0.164,1.582,21.88
1767060948.33,RIGHT,9,+0.099,1.550,21.88
1767060948.47,RIGHT,8,+0.083,1.542,21.88
1767060948.61,RIGHT,10,+0.106,1.553,21.88
1767060948.75,RIGHT,13,+0.135,1.568,21.88
1767060948.89,RIGHT,13,+0.139,1.570,21.73
1767060949.03,RIGHT,14,+0.149,1.574,21.73
1767060949.16,RIGHT,14,+0.149,1.574,21.73
1767060949.30,RIGHT,13,+0.131,1.565,21.73
1767060949.44,RIGHT,9,+0.093,1.547,21.73
1767060949.57,STRAIGHT,0,+0.000,1.500,21.73
1767060949.71,STRAIGHT,0,+0.000,1.500,21.73
1767060949.85,STRAIGHT,0,+0.000,1.500,21.85
1767060949.98,STRAIGHT,0,+0.000,1.500,21.85
1767060950.12,STRAIGHT,0,+0.000,1.500,21.85
1767060950.26,STRAIGHT,0,+0.000,1.500,21.85
1767060950.36,STRAIGHT,0,+0.000,1.500,21.85
1767060950.50,STRAIGHT,0,+0.000,1.500,21.85
1767060950.63,STRAIGHT,0,+0.000,1.500,21.85
1767060950.73,STRAIGHT,0,+0.000,1.500,21.85
1767060950.88,STRAIGHT,0,+0.000,1.500,21.34
1767060951.01,STRAIGHT,0,+0.000,1.500,21.34
1767060951.16,STRAIGHT,0,+0.000,1.500,21.34
1767060951.29,STRAIGHT,0,+0.000,1.500,21.34
1767060951.43,STRAIGHT,0,+0.000,1.500,21.34
1767060951.57,STRAIGHT,0,+0.000,1.500,21.34
1767060951.70,STRAIGHT,0,+0.000,1.500,21.34
1767060951.83,STRAIGHT,0,+0.000,1.500,21.34
1767060951.98,STRAIGHT,0,+0.000,1.500,21.86
1767060952.11,STRAIGHT,0,+0.000,1.500,21.86
1767060952.26,STRAIGHT,0,+0.000,1.500,21.86
1767060952.40,STRAIGHT,0,+0.000,1.500,21.86
1767060952.54,STRAIGHT,0,+0.000,1.500,21.86
1767060952.67,STRAIGHT,0,+0.000,1.500,21.86
1767060952.81,STRAIGHT,0,+0.000,1.500,21.86
1767060952.95,STRAIGHT,0,+0.000,1.500,21.47
1767060953.08,STRAIGHT,0,+0.000,1.500,21.47
1767060953.22,STRAIGHT,0,+0.000,1.500,21.47
1767060953.35,STRAIGHT,0,+0.000,1.500,21.47
1767060953.49,STRAIGHT,0,+0.000,1.500,21.47
1767060953.63,STRAIGHT,0,+0.000,1.500,21.47
1767060953.77,STRAIGHT,0,+0.000,1.500,21.47
1767060953.91,STRAIGHT,0,+0.000,1.500,21.47
1767060954.05,STRAIGHT,0,+0.000,1.500,21.97
1767060954.19,STRAIGHT,0,+0.000,1.500,21.97
1767060954.33,LEFT,14,-0.140,1.430,21.97
1767060954.47,LEFT,14,-0.142,1.429,21.97
1767060954.61,LEFT,8,-0.088,1.456,21.97
1767060954.75,STRAIGHT,0,+0.000,1.500,21.97
1767060954.89,STRAIGHT,0,+0.000,1.500,21.97
1767060955.02,STRAIGHT,0,+0.000,1.500,21.60
1767060955.12,RIGHT,9,+0.092,1.546,21.60
1767060955.26,RIGHT,11,+0.111,1.555,21.60
1767060955.39,RIGHT,11,+0.110,1.555,21.60
1767060955.53,RIGHT,8,+0.089,1.544,21.60
1767060955.66,STRAIGHT,0,+0.000,1.500,21.60
1767060955.80,STRAIGHT,0,+0.000,1.500,21.60
1767060955.91,STRAIGHT,0,+0.000,1.500,21.60
1767060956.04,STRAIGHT,0,+0.000,1.500,21.46
1767060956.18,STRAIGHT,0,+0.000,1.500,21.46
1767060956.32,STRAIGHT,0,+0.000,1.500,21.46
1767060956.46,STRAIGHT,0,+0.000,1.500,21.46
1767060956.60,STRAIGHT,0,+0.000,1.500,21.46
1767060956.73,STRAIGHT,0,+0.000,1.500,21.46
1767060956.87,STRAIGHT,0,+0.000,1.500,21.46
1767060957.01,STRAIGHT,0,+0.000,1.500,21.71
1767060957.15,STRAIGHT,0,+0.000,1.500,21.71
1767060957.28,STRAIGHT,0,+0.000,1.500,21.71
1767060957.42,STRAIGHT,0,+0.000,1.500,21.71
1767060957.55,STRAIGHT,0,+0.000,1.500,21.71
1767060957.68,STRAIGHT,0,+0.000,1.500,21.71
1767060957.82,STRAIGHT,0,+0.000,1.500,21.71
1767060957.95,STRAIGHT,0,+0.000,1.500,21.71
1767060958.09,STRAIGHT,0,+0.000,1.500,22.24
1767060958.23,STRAIGHT,0,+0.000,1.500,22.24
1767060958.37,STRAIGHT,0,+0.000,1.500,22.24
1767060958.52,STRAIGHT,0,+0.000,1.500,22.24
1767060958.65,STRAIGHT,0,+0.000,1.500,22.24
1767060958.79,STRAIGHT,0,+0.000,1.500,22.24
1767060958.93,STRAIGHT,0,+0.000,1.500,22.24
1767060959.07,STRAIGHT,0,+0.000,1.500,21.57
1767060959.21,STRAIGHT,0,+0.000,1.500,21.57
1767060959.34,STRAIGHT,0,+0.000,1.500,21.57
1767060959.47,STRAIGHT,0,+0.000,1.500,21.57
1767060959.61,STRAIGHT,0,+0.000,1.500,21.57
1767060959.75,STRAIGHT,0,+0.000,1.500,21.57
1767060959.90,RIGHT,8,+0.082,1.541,21.57
1767060960.03,RIGHT,9,+0.090,1.545,21.57
1767060960.17,RIGHT,9,+0.094,1.547,21.70
1767060960.31,RIGHT,10,+0.102,1.551,21.70
1767060960.44,RIGHT,11,+0.118,1.559,21.70
1767060960.58,RIGHT,14,+0.142,1.571,21.70
1767060960.72,RIGHT,15,+0.158,1.579,21.70
1767060960.86,RIGHT,16,+0.162,1.581,21.70
1767060961.00,RIGHT,14,+0.145,1.573,21.70
1767060961.13,RIGHT,11,+0.110,1.555,21.75
1767060961.27,STRAIGHT,0,+0.000,1.500,21.75
1767060961.41,STRAIGHT,0,+0.000,1.500,21.75
1767060961.55,STRAIGHT,0,+0.000,1.500,21.75
1767060961.69,RIGHT,8,+0.087,1.543,21.75
1767060961.83,RIGHT,10,+0.102,1.551,21.75
1767060961.97,STRAIGHT,0,+0.000,1.500,21.75
1767060962.11,STRAIGHT,0,+0.000,1.500,21.61
1767060962.25,STRAIGHT,0,+0.000,1.500,21.61
1767060962.38,STRAIGHT,0,+0.000,1.500,21.61
1767060962.53,STRAIGHT,0,+0.000,1.500,21.61
1767060962.67,STRAIGHT,0,+0.000,1.500,21.61
1767060962.80,STRAIGHT,0,+0.000,1.500,21.61
1767060962.95,STRAIGHT,0,+0.000,1.500,21.61
1767060963.09,STRAIGHT,0,+0.000,1.500,21.61
1767060963.23,STRAIGHT,0,+0.000,1.500,21.45
1767060963.39,STRAIGHT,0,+0.000,1.500,21.45
1767060963.49,STRAIGHT,0,+0.000,1.500,21.45
1767060963.60,RIGHT,9,+0.091,1.546,21.45
1767060963.70,RIGHT,12,+0.124,1.562,21.45
1767060963.80,RIGHT,15,+0.153,1.576,21.45
1767060963.91,RIGHT,17,+0.175,1.587,21.45
1767060964.01,RIGHT,18,+0.188,1.594,21.45
1767060964.12,RIGHT,19,+0.192,1.596,21.45
